id,paper,state,course,course_en,tags,tags_en,ingredients,ingredients_en,ingredient_list,ingredient_list_en,directions,directions_en,title,title_en,url,,,
r21,DLA,FL,plato principal,main,sin gluten,gluten-free,pollo; sal; ajo; orégano; cebolla; cerdo; jamón; mantequilla; salsa de tomate; pasas,chicken; salt; garlic; oregano; onion; pork; ham; butter; tomato sauce; raisins,1 pollo de 4 libras; 3 cucharaditas de sal; 3 dientes de ajo machacado; media cucharadita de orégano en polvo; 1 cebolla picada; 1 1/2 libras de carne de cerdo; un cuarto libra de jamón; 3 cucharadas de mantequilla; 2 cucharadas de salsa de tomate; 1 cucharada de pasas,1 4-pound chicken; 3 teaspoons salt; 3 cloves of crushed garlic; half a teaspoon of oregano powder; 1 chopped onion; 1 1/2 pounds of pork; a quarter pound of ham; 3 tablespoons butter; 2 tablespoons tomato sauce; 1 tablespoon raisins,Adobe el pollo por dentro y por fuera varias horas antes de rellenarlo.;Muela el jamón y la carne de cerdo y añádale los demás ingredientes sazone y rellane el pollo.;Cosa la abertura y engráselo por fuera con mantequilla.; Cueza en el horno en un molde destapado y cuando esté dorado cubra con la tapa y cueza a fuego lento por espacio de 2 horas.,"Marinate the chicken inside and outside several hours before filling it.; Grind the ham and the pork and add the other ingredients seasoning and fill the chicken.; Sew the opening and grease it on the outside with butter.; Cook in the oven in an uncovered mold. When golden, cover with the lid and simmer for 2 hours.",pollo relleno,stuffed chicken,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-02-23/ed-1/seq-5/,,,
r22,DLA,FL,plato principal,main,,,carne; cebolla; sal; pimienta; nuez moscada; huevo; galleta en polvo; grasa; pan; salsa mostaza,beef; onion; salt; pepper; nutmeg; egg; cracker meal; lard; bread; mustard sauce,2 libras de carne de res molida; 1 cebolla rallada; 1/2 cucharada de sal; 1/4 cucharadita de pimienta en polvo; 1/4 cucharadita de nuez moscada; 4 huevos; 1 1/2 taza de galleta en polvo; grasa para freír; 8 medallones de pan tostados; salsa mostaza,2 pounds of ground beef; 1 grated onion; 1/2 tablespoon salt; 1/4 teaspoon pepper powder; 1/4 teaspoon nutmeg; 4 eggs; 1 1/2 cup cracker meal; oil; 8 toasted bread medallions; mustard sauce,"Se coloca la carne en un tazón y se le añade la cebolla, la sal, la pimienta y la nuez moscada.; Se ligan bien estos ingredientes.; Se añaden 2 huevos, ligando bien cada uno.; Se añade galleta en polvo hasta darle consistencia a la masa, pero que esté suave.; Se divide en 8 partes.; Se bolea cada parte y se aplasta hasta dejarla de 1/4 pulgada de espesor.; Se pasan por migas de pan o galleta en polvo, por huevos batidos y por galleta otra vez.; Se fríen en grasa caliente, hasta que se doren.; Se escurren.; Se colocan sobre el medallón de pan y se les vierte la salsa.; Se sirven calientes.; Si se deseá se adornan con rueditas de limón polvoreadas de paprika.","Place the meat in a bowl and add the onion, salt, pepper and nutmeg. Mix well.;Add 2 eggs, mixing each one in well.;Add cracker meal to give consistency to the dough, but it should still be soft.;Divide into 8 parts.; Each part is bowled and crushed until it is 1/4 inch of thickness.;Pass each part through breadcrumbs or cracker meal, beaten eggs and crumbs again.;Fry in hot oil, until golden brown.;Sauce is poured on them.;They are served hot. If desired they are garnished with lemon wheels powdered with paprika.
",medallones de carne empanizados,breaded meat medallions,https://chroniclingamerica.loc.gov/lccn/sn82001257/1960-08-14/ed-1/seq-5/,,,
r23,DLA,FL,plato principal,main,vegetariano,vegetarian,cebolla; aceite; ajo; tomate; hoja de laurel; azúcar; sal; pimienta,onion; oil; garlic; tomato; bay leaf; sugar; salt; pepper,1 cebolla picada; 1/4 taza de aceite; 4 dientes de ajo picado; 1 taza de salsa de tomate; 1 lata de tomates al natural; 1 hoja de laurel; 1 cucharadita de azúcar; 1 cucharadita de sal; 1/2 cucharadita de pimienta en grano,1 chopped onion; 1/4 cup of oil; 4 garlic cloves; 1 cup of tomato sauce; 1 can of tomatoes; 1 bay leaf; 1 teaspoon of sugar; 1 teaspoon of salt; 1/2 teaspoon of ground pepper,"Fría la cebolla en el aceite.; Añada los demás ingredientes y cueza a fuego lento hasta que espese, como por media hora.; Maje y euele.","Fry the onion in the oil.; Add the other ingredients and simmer until it thickens, approximately half an hour.; Mash and strain.",salsa sencilla para espaghetti,simple spaghetti sauce,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-03-23/ed-1/seq-5/,,,
r25,DLA,FL,postre,dessert,vegetariano,vegetarian,leche; coco; huevo; fécula de maíz; chocolate; azúcar,milk; coconut; egg; cornstarch; chocolate; sugar,1/2 litro de leche; 1 taza de coco rallado; 6 yemas batidas; 2 cucharadas de fécula de maíz; 5 cucharadas de chocolate rallado; 6 cucharadas de azúcar molida,1/2 liter of milk; 1 cup grated coconut; 6 beaten egg yolks; 2 tablespoons cornstarch; 5 tablespoons grated chocolate; 6 tablespoons powdered sugar,"Ponga a remojar el coco con leche para que se humedezca.; En un tazón mezcle el coco con las yemas, la fécula de maíz y el chocolate.;Bata y una poco a poco el azúcar y la leche, vierta en una cacerola y ponga a cocer a fuego lento.; Para que no se adhiera al fondo de la cacerola debe moverse continuamente.; Cuando la preparación comience a despegarse del recipiente, retírela del fuego y déjela enfriar.;Echela dentro de un recipiente de cristal o porcelana, que labra humedecido con leche fria y colóquela en la refrigeradora hasta qué se congele.","Soak the coconut with milk to moisten.;In a bowl mix the coconut with yolks, cornstarch and chocolate.;Beat, and a little by little add the sugar and milk.; Pour in a saucepan and cook over low heat.; In order for it not to adhere to the bottom of the saucepan it must be continuously stirred.; When the preparation begins to separate from the pan, remove it from the heat and let it cool.; Pour it into a glass or porcelain container, which is moistened with cold milk.; Place it in the refrigerator until it freezes.",delicia de chocolate,chocolate delight,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-06-22/ed-1/seq-5/,,,
r26,DLA,FL,bebida,drink,vegetariano,vegetarian,almendra; agua; azúcar,almond; water; sugar,1/2 taza de almendras; 1 1/2 tazas de agua caliente; 2 tazas de agua tibia; 1/2 taza de azúcar,1/2 cup of almonds; 1 1/2 cups of hot water; 2 cups of luke warm water; 1/2 cup of sugar,Ponga las almendras en al agua caliente 5 minutoes para quitarles la cáscara.; Proceda como en la receta anterior.; Sirva bien friá y adorne con una cereza.,Steep the almonds in hot water for 5 minutes to remove their shell.; Proceed with the previous recipe.; Serve very cold and garnish with a cherry.,horchata de almendras,almond horchata,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-09-14/ed-1/seq-4/,,,
r27,DLA,FL,acompañamiento,side,vegetariano,vegetarian,acelga; agua; sal; aceite; vinagre; sal; pimienta,chard; water; salt; oil; vinegar; salt; pepper,2 mazos de acelgas; 2 tazas de agua; 1 cucharada de sal; 1/2 taza de aceite; 1/4 taza de vinagre; 1 cucharadita de sal; 1/4 cucharadita de pimienta,2 bundles of chards; 2 cups of water; 1 tablespoon of salt; 1/2 cup of oil; 1/4 cup of vinegar; 1 teaspoon of salt; 1/4 teaspoon of pepper,"Lave y hierva las acelgas ligeramente, no más de 5 minutos, pártalas en pedazos, mezcle el aceita, el vinagre, la sal y pimienta y vierta sobre las acelgas.; Adorne con ruedas de cebolla y tomate.","Wash and boil the chards, for no more than 5 minutes, in pieces and mix in the oil, vinegar, salt, and pepper.; Garnish with rings of onions and tomato.",ensalada de acelgas,chard salad,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-10-29/ed-1/seq-5/,,,
r29,DLA,FL,postre,dessert,vegetariano,vegetarian,"harina; azúcar, polvo de hornear; sal; bicarbonata de soda; mantequilla; naranja",flour; sugar; baking powder; salt; baking soda; butter; orange,300 gramos de harina; 150 gramos de azúcar; 2 cucharadita de polve de hornear; media cucharadita de sal; media cucharadita de bicarbonato de soda; 100 gramos de mantequilla; 1 naranja,300 grams of flour; 150 grams of sugar; 2 teaspoon baking powder; half a teaspoon of salt; half a teaspoon of baking soda; 100 grams of butter; 1 orange,"Pasar por un cernidor 300 gramos de harina, 150 de azúcar,
2 cucharaditas llenas de polvo de hornear, media de sal y media de bicarbonato de soda.; Mezclar una taza de jugo de naranjas con la ralladura de una naranja, 100 gramos de mantequilla derretida apenas, un huevo batido y se le agrega a los otros ingredientes; poner en un molde enmantecado y enharinado y cocer como las anteriores.; Se le puede hacer un bañito con 100 gramos de mantequilla, 200 de azúcar impalpable, jugo y ralladura de esa fruta.","Pass through a sifter 300 grams of flour, 150 of sugar, 2 teaspoons filled with baking powder, half teaspoon of salt and a half teaspoon of baking soda.; Mix a cup of orange juice with the zest of an orange, 100 grams of lightly melted butter, a beaten egg and add it to the other ingredients.; Put in a buttered and floured mold do and cook like the previous ones.; You can make a bath with 100 grams of butter, 200 of impalpable sugar, juice and zest of that fruit.",tortas de naranjas,orange cakes,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-01-11/ed-1/seq-4/,,,
r30,DLA,FL,plato principal,main,,,macarrones; queso; salsa blanca; salchica,macaroni; cheese; bechamel; sausages,"1/2 libra de macarrones; 
1/2 libra de queso americano rallado; 2 tazas de salsa blanca; 2 latas de salchichas estilo Viena.",1/2 pound macaroni; 1/2 pounds of grated American cheese; 2 cups bechamel; 2 cans of Vienna sausages,"Cocine los macarrones en bastante agua de sal, hasta que estén blandos.; Retire del fuego, escúrralos y écheles agua calienté nuevamente.; Vuelva a escurrir.; Haga una salsa blanca con la receta que le ofrecemos más abajo, y añádale el queso rallado.; Corte en rueditas varias salchichas, dejando 6 enteras para el adorno.; Combine los macarrones, la salsa y las rodajas de salchichas.; Eche esta mezcla en un molde engrasado, cuadrado o redondo, como usted prefiera, pero que sea de cristal a prueba de fuego.; Póngalo al horno, a una temperatura de 375 grados F por espacio de 20 minutos.; Sáquelo, colóquele las salchichas en el centro, como ilustra la foel centro, con unas hojitas de perejil como adorno; vuelva el molde al horno y téngalo cocinando por 10 minutos más.; Cantidad para seis personas.","Cook the macaroni in plenty of salt water, until soft.;Remove from heat, drain them and pour warm water again. Drain again.;Make a white sauce with the additional recipe we offered, and add the grated cheese.;Cut into wheels several sausages, leaving 6 whole for adornment.;Combine the macaroni, sauce, and sausage slices.;Pour this mixture into a greased, square or round mold, as you prefer, but that is made of fireproof glass.;Bake it at a temperature of 375 degrees F for 20 minutes.;Take it out, place the sausages in the center, with some parsley leaves as an ornament;Return the pan to the oven and have it cooking for 10 more minutes.;Serves 6 people.

",macarrones con salchichas a lo viena,macaroni and Vienna sausages,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-03-07/ed-1/seq-5/,,,
r31,DLA,FL,postre,dessert,vegetariano; sin gluten,vegetarian; gluten-free,dulce de coco; mantequilla; huevo; almendra,shredded coconut; butter; egg; almond,2 tazas de dulce de coco; 2 cucharadas de mantequilla derretida; 2 huevos batidos; 2 onzas de almendras pelada,2 cups shredded coconut; 2 tablespoons melted butter; 2 beaten eggs; 2 ounces peeled almonds,Añada la mantequilla y los huevos al dulce de coco.; Vierta en -un molde llano engrasado.; Adorne con las almendras.; Hornée a fuego moderado por 20 minutos.,Add the butter and eggs to the shredded coconut.; Pour into a flat greased mold.; Garnish with almonds.; Bake over moderate heat for 20 minutes.,cocada,sweet coconut drink,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-28/ed-1/seq-5/,,,
r32,DLA,FL,postre,dessert,vegetariano,vegetarian,panetela; ron; coco; guindas; dulce de leche,pound cake; rum; coconut; cherries; dulce de leche,"1 panetela; 1 copa de ron; 8 cucharadas de coco rallado; 10 guindas confitadas;
1 kilogramo de dulce de leche","1 pound cake; 1 glass of rum; 8 tablespoons grated coconut; 10 candied cherries;
1 kilogram of dulce de leche","Se corta la panetela en capas
finas y se le rocía con ron, cubriendo con dulce de leche.; Se forma de nuevo y se cubre por encima y alrededor con el mismo dulce.; Se pega coco rayado alrededor y se decora por encima con el resto de dulce.; Adórnese con guindas confitadas partidas por la mitad.","The pound cake is cut into layers fine and sprinkled with rum, covering with dulce de leche.;It is layered and covered above and around with the same dulce.; Sprinkle around dulce and decorate on top with the rest of the dulce.; Garnish with candied cherries split in half.",panetela portena,layered pound cake,https://chroniclingamerica.loc.gov/lccn/sn82001257/1959-04-14/ed-1/seq-4/,,,
r33,DLA,FL,plato principal,main,,,huevo; sal; pimienta; tocineta; queso; bechamel,egg; salt; pepper; bacon; cheese; bechamel,"12 huevos cocidos duros; 1 cucharadita de sal; 1/4 cucharadita de pimienta;
3 lonjas de tocineta;
1/2 taza de queso rallado;
2 tazas de salsa blanca",12 hard-boiled eggs; 1 teaspoon salt; 1/4 teaspoon pepper; 3 slices of bacon; 1/2 cup grated cheese; 2 cups bechamel,"Parta los huevos en dos cada uno.; Maje las yemas.; Fría la tocineta y parta en pedazos pequeños.; Añada
a las yemas majadas, sazone con sal y pimienta y rellene las mitades de huevos.; Mezcle la salsa blanca
con el queso, vierta sobre los huevos rellenos y sirva.","Split each of the hard-boiled eggs in half, to separate the white from the yolks. Mix the yolks.; Fry the bacon and break into small pieces.; Add to the mixed yolks, season with salt and pepper and fill the egg halves.; Mix the white sauce with the cheese, pour over the stuffed eggs and serve.",huevos rellenos con tocineta,deviled eggs,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-02-02/ed-1/seq-4/,,,
r34,DLA,FL,acompañamiento,side,vegetariano; sin gluten,vegetarian; gluten-free,papa; sal; huevo; queso; manteca,potato; salt; egg; cheese; oil,1 1/2 libras de papas; 1 cucharada de sal; 2 huevos; 1 taza de queso rallado; 1/2 libra de manteca,1 1/2 pounds of potatoes; 1 tablespoon salt; 2 eggs; 1 cup grated cheese; 1/2 pound butter,Hierva y maje las papas.; Añádale los huevos y el queso y fría en manteca.,Boil and mash the potatoes.; Add the eggs and cheese and fry in butter.,frituras de papa,potato fritters,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-02-03/ed-1/seq-4/,,,
r35,DLA,FL,plato principal; acompañamiento,main; side,,,papa; sal; huevo; harina; carne,potato; salt; egg; flour; beef,2 libras de papas; 1 cucharadita de sal; 2 huevos batidos; 4 cucharadas de harina; 2 tazas de picadillo de carne para relleno,2 pounds of potatoes; 1 teaspoon salt; 2 beaten eggs; 4 tablespoons flour; 2 cups minced meat filling,"Hierva y maje las papas.; Añádale la sal, los huevos y la harina.; Divida en dos porciones.; Ponga una parte en un molde engrasado de manera que cubra todo el molde.; Eche el picadillo y extiéndalo y rubra con el resto de las papas.; Cueza en horno moderado a 350 grados F por 30 o 40 minutos.","Boil and mash the potatoes.; Add salt, eggs, and flour.; Divide into two portions.; Put a part in a greased mold so that it covers the entire mold.; Pour the ground beef and spread it and rub with the rest of the potatoes.; Cook in a moderate oven at 350 degrees F for 30 or 40 minutes.",pastelon de papas,potato pie,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-03-12/ed-1/seq-4/,,,
r36,DLA,FL,bebida,beverage,"vegetariano; vegano; 
sin gluten",vegetarian; vegan; gluten-free,"agua; cebada; azúcar;
jugo de limón",water; barley; sugar; lemon juice,"6 vasos; 4 tazas de agua caliente; 4 cucharadas de cebada en polvo;
1 taza de azúcar; 1 1/2 cucharaditas de jugo de
limón",6 glasses; 4 cups of hot water; 4 tablespoons barley powder; 1 cup sugar; 1 1/2 teaspoons juice lemon,"Mezcle la cebada con un poco de agua fría, añada el agua caliente e hierva por algunos minutos, moviendo constantemente.; Cuele la' cebada, añada el azúcar y el jugo de limón.; Sirva
bien frío.","Mix the barley with a little cold water, add the hot water and boil for a few minutes, stirring constantly.; Strain the barley, add the sugar and lemon juice.; Serve very cold.",refresco de cebada,barley soda,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-05-01/ed-1/seq-5/,,,
r37,DLA,FL,plato principal; acompañamiento,main; side,sin gluten,gluten-free,garbanzos; guisantes; chorizos; orégano; laurel; perejil; cebolla; pimiento; aceite; sal,garbanzo beans; peas; chorizo; oregano; bay leaf; parsley; onion; pepper; oil; salt,1 taza de garbanzos; 1 taza de guisantes; 3 chorizos colorados; 1 cucharadila de orégano; 2 hojitas de laurel; 1 ramita de perejil; 1 cebolla; 1 pimiento; aceite; sal,1 cup chickpeas; 1 cup peas; 3 red chorizos; 1 teaspoon oregano; 2 bay leaflets; 1 sprig of parsley; 1 onion; 1 pepper; oil; salt,"Se dejan en remojo desde el día anterior los garbanzos y los guisantes, después de lavarlos bien.; Se ponen a hervir en la misma agua en que han amanecido.; Cuando tomen punto se les agrega el laurel, el orégano, el perejil, se pican la cebolla y ios pimientos y se les saltea en aceite con una pizca de sal y se les añade esto junto con los chorizos en trozos.; Se revuelve, se deja reducir bien la salsa y se sirve muy caliente.","Wash chickpeas and peas well and leave soaking overnight.; Boil them in the same water in which they have soaked.; Once softened, add the bay leaf, oregano, parsley.; Chop the onion and peppers and sauté in oil with a pinch of salt. ; Add the chorizos in pieces, and stir.; Continue to stir to allow the sauce to reduce well and serve very hot.",potaje campesino,country stew,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-05-05/ed-1/seq-5/,,,
r38,DLA,FL,acompañamiento,side,vegetariano,vegetarian,arroz; sal; huevo; pimienta; perejil; leche; polvo de galletas; pan tostado,rice; salt; egg; pepper; parsley; milk; crackermeal; toasted bread,"2 tazas de arroz blanco cocido; 1/4 cucharadita de sal;
1 huevo batido;
1/2 cucharadita de pimienta;
2 cucharadas de perejil picado;
3 cucharadas de leche;
1 taza de polvo de galletas o
pan tostado","2 cups cooked white rice; 1/4 teaspoon salt;
1 beaten egg;
1/2 teaspoon pepper;
2 tablespoons chopped parsley;
3 tablespoons of milk;
1 cup cracker meal or
toast
","Al arroz cocido añádale el huevo, la pimienta, sal, perejil, y leche.; Forme las croquetas y espolvoréelas con el polvo de galletas (o pan tostado).; Fríalas en manteca caliente y abundante y escúrralas sobre papel absorbente.; Puede usarse queso en lugar de perejil.","Add egg, pepper, salt, parsley, and milk to cooked rice.; Form the croquettes and sprinkle with the cracker meal (or toast).; Fry them in hot and abundant butter and drain them on absorbent paper.; Cheese can be used instead of parsley.",croquetas de arroz,rice croquettes,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-08-17/ed-1/seq-5/,,,
r39,DLA,FL,acompañamiento,side,vegetariano; vegano; sin gluten,vegetarian; vegan; gluten-free,ajo; pimienta en grano; sal; aceite; agua; vinagre; tomate; cebolla; pepinillos; pimiento,garlic; peppercorn; salt; oil; water; vinegar; tomato; onion; pickles; pepper,"1 diente de ajo; 1/4 cucharadita de pimienta en
grano; 1/2 cucharadita de sal;
3 cucharadas de aceite; 4 tazas de agua; 2 cucharadas de vinagre; 4 tomates picados; 2 cebollas picadas; 2 pepinillos picados; 2 pimientos picados","1 clove of garlic; 1/4 teaspoon peppercorns; 1/2 teaspoon salt; 3 tablespoons of oil; 4 cups of water; 2 tablespoons vinegar; 4 chopped tomatoes; 2 chopped onions; 2 chopped pickles; 2 peppers, chopped","Muela el ajo junto con la pimienta, la sal y añada el aceite, el agua y el vinagre.; Cuele y agregue a las hortalizas picadas.; Ponga en la nevera por varias horas y añada cuadritos de pan antes de servirlo.","Grind the garlic along with the pepper, salt and add the oil, water and vinegar.; Strain and add to chopped vegetables.; Put in the fridge for several hours and add slices of bread before serving.",gaspacho,gazpacho,https://chroniclingamerica.loc.gov/lccn/sn82001257/1955-07-28/ed-1/seq-5/,,,
r40,DLA,FL,plato principal; acompañamiento,main; side,sin gluten,gluten-free,"carne; ajo; sal; pimienta negra; 
jugo de limón; vinagre de sidra;
polvos de chili; orégano; salsa de tomate",meat; garlic; salt; black pepper; lemon juice; apple cider vinegar; chili powder; oregano; tomato sauce,"1 1/2 libras de carne de bisté
(beefsteak); 2 dientes de ajo; 1 cucharadita de sal; 3/4 cucharadita de pimienta
negra en polvo; 
1 cucharadita de jugo de limón; 1 cucharadita de vinagre de sidra;
1/2 cucharadita de polvos de
chili; 1 cucharadita de hojas de orégano partidas; 2 latas de 8 onzas de salsa de tomate","1 1/2 pounds steak meat
(beefsteak); 2 cloves of garlic; 1 teaspoon salt; 3/4 teaspoon 
ground black pepper; 
1 teaspoon lemon juice; 1 teaspoon cider vinegar;
1/2 teaspoon powders
chili; 1 teaspoon split oregano leaves; 2 8-ounce cans of tomato sauce
","Corte la carne en 4 raciones.; Maje los ajos y mezcle con la sal y la pimienta.; Adobe la carne con ésto por todos lados.; Combine el jugo de limón y el vinagre, los polvos chili y el orégano.; Eche sobre la carne y déjelo asi remojado por tres horas.; Luego póngalo en un molde y rocíele la salsa de tomate.; Ase por 15 minutos o hasta que se dore por uno de los lados, luego vírelo por el otro, y déjelo otros 15 minutos, o hasta que esté completamente marrón y tierna.; Para 4 raciones.","Cut the meat into 4 servings.;Mash the garlic and mix with the salt and pepper.;Season the meat with garlic mixture.;Combine lemon juice, vinegar, chili powder and oregano.;Pour over the meat and leave it soaking for three hours.;Then put it in a mold and sprinkle the tomato sauce.;Roast for 15 minutes or until browned on one side. ;Pour some of the sauce over it on the other side and leave it for another 15 minutes, or until it is completely brown and tender.;Serves 4",carne a la parisienne,beef a la parisienne,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-02-16/ed-1/seq-5/,,,
