id,paper,state,course,course_en,tags,tags_en,ingredients,ingredients_en,ingredient_list,ingredient_list_en,directions,directions_en,title,title_en,url,,,
r41,DLA,FL,plato principal,main,sin gluten,gluten-free,seso; huevo; pan; queso; mantequilla; sal; pimienta,brain; egg; bread; cheese; butter; salt; pepper,1 seso; 2 huevos batidos; 4 cucharadas de pan rallado; 6 cucharadas de queso rallado; 2 cucharadas de mantequilla; 1 cucharadita de sal; 1/8 cucharadita dé pimienta,1 brain; 2 beaten eggs; 4 tablespoons of breadcrumbs; 6 tablespoons grated cheese; 2 tablespoons butter; 1 teaspoon salt; 1/8 teaspoon pepper,"Hierva el seso, maje y cuele por un colador de tejido abierto.; Agregue los huevos, el pan, el queso, la mantequilla, la sal y la pimienta.; Sazónelo a gusto y échelo en un molde engrasado.; Hornee a una temperatura de 350 grados F por 30 minutos.","Boil the brain, mash and strain through a cheesecloth.; Add the eggs, bread, cheese, butter, salt and pepper.; Season it to taste and pour it into a greased mold.; Bake at a temperature of 350 degrees F for 30 minutes.",budin de seso,brain pudding,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-05/ed-1/seq-5/,,,
r42,DLA,FL,plato principal,main,sin gluten,gluten-free,bacalao; aceite; cebollas; salsa de tomate; aceituna; alcaparra; ajo; papa; pimiento; pasas,cod; oil; onions; tomato sauce; olive; caper; garlic; potato; pepper; raisin,"1 libra de bacalao; 1/2 taza de aceite de oliva; 2 cebollas rebanadas; 1/2 taza de salsa de tomate; 1/2 taza de aceitunas; 1 cucharada de alcaparras; 2 dientes de ajo; 1 libra de papas rebanadas; 2 pimientos maduros asados;
1/4 taza de pasas","1 pound of cod; 1/2 cup olive oil; 2 sliced onions; 1/2 cup tomato sauce; 1/2 cup olives; 1 tablespoon capers; 2 cloves of garlic; 1 pound sliced potatoes; 2 roasted ripe peppers;
1/4 cup raisins","Ponga el bacalao en agua caliente, quite el pellejo y las espinas y corte en pedazos de tamaño mediano.; En una cazuela ponga camadas de bacalao, cebollas y papas, las salsa de tomate, las aceitunas, las alcaparras y las pasas, el ajo y tiras de pimientos.; Vierta el aceite y cueza a juego lento durante 30 minutos.; Puede conocerse en el horno.","Put the cod in hot water, remove the skin and bones and cut into medium-sized pieces.; In a casserole dish, put pieces of cod, onions and potatoes, tomato sauce, olives, capers and raisins, garlic and strips of peppers.; Pour the oil and cook slowly for 30 minutes.; It can be baked in the oven.",bacalo a la vizcaina,basque-styled cod stew,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-20/ed-1/seq-5/,,,
r43,DLA,FL,acompañamiento,side,vegetariano; sin gluten,vegetarian; gluten-free,apio; mantequilla; tomate; agua; arroz; cebolla; azúcar; sal; salsa Worcestershire,celery; butter; tomato; water; rice; onion; sugar; salt; Worcestershire sauce,"1 taza de apio con sus hojas,
cortado; 2 cucharadas de mantequilla; 2 1/2 tazas de tomate picado; 8 taza de agua; 1 1/4 de taza de arroz; 1 1/2 taza de cebolla, cortada
fina; 1 cucharada de azúcar; 4 cucharaditas de sal; 1/2 cucharadita de la salsa in
glesa Worcestershire o
Perrins.","1 cup celery with its leaves, cut; 2 tablespoons butter; 2 1/2 cups chopped tomato; 8 cups of water; 1 1/4 cup rice; 1 1/2 cups onion, chopped fine; 1 tablespoon sugar; 4 teaspoons salt; 1/2 teaspoons Worcestershire sauce","Saltee el apio en mantequilla durante 3 minutos.; Ponga el tomate y el agua.; Haga hervir, eche la cebolla, azúcar, sal y salsa inglesa.; Deje hervir durante 30 minutos.; Agregue el arroz y hierva durante 30 minutos más, siempre con la cacerola tapada.; Tiempo: 1 hora 15 minutos.","Sauté the celery in butter for 3 minutes.;Add the tomato and water. ;Bring to a boil, add the onion, sugar, salt and Worcestershire sauce.;Bring to a boil for 30 minutes.;Add the rice and boil for 30 more minutes, always with the saucepan covered.;Time: 1 hour 15 minutes.",creole beef gumbo,creole beef gumbo,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-25/ed-1/seq-5/,,,
r44,DLA,FL,bebida,beverage,vegetariano; sin gluten,vegetarian; gluten-free,huevo; azúcar; jugo de naranja,egg; sugar; orange juice,6 yemas de huevo; 1 taza de azúcar; 4 tazas de jugo de naranja; 6 claras batidas,6 egg yolks; 1 cup sugar; 4 cups orange juice; 6 egg whites,Bata juntos las yemas y el azúcar.; Añada el jugo a las yemas; mezcle bien y cuele.; Sirva bien frío adornado con las claras batidas a punto de merengue.,Beat the yolks and sugar together.; Add the juice to the yolks; mix well and strain.; Serve very cold garnished with the meringue.,ponche de naranjas,orange punch,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-11-16/ed-1/seq-5/,,,
r45,DLA,FL,acompañamiento,side,sin gluten,gluten-free,harina de maís; agua; sal; carne de cerdo; cebolla; jamón; manteca; pimiento; tomate,corn flour; water; salt; pork; onion; ham; oil; pepper; tomato,2 tazas de harina de maís; 4 tazas de agua; 1 cucharadita de sal; 1 libra de carne de cerdo; 1 cebolla; 2 onzas de jamón; 3 cucharadas de manteca; 1 pimiento; 1 tomate; 1 cucharadita de sal; manteca,2 cups cornmeal; 4 cups of water; 1 teaspoon salt; 1 pound of pork; 1 onion; 2 ounces of ham; 3 tablespoons oil; 1 pepper; 1 tomato; 1 teaspoon salt; lard,"Prepare un funche duro usando la harina, el agua y la sal.; Muela en la máquina los demás ingredientes y añádale la sal.; Cueza a fuego lento.; Sazone a gusto.; Sobre una hoja de plátano engrasada, eche dos cucharadas de funche y extiéndalo en forma de círculo.; Ponga una cucharada de relleno en el centro y doble en dos afirmando las orillas para que se unan.; Fría en manteca caliente y escurra sobre papel absorbente.","Prepare a thick polenta using cornmeal, water and salt. ;Grind the other ingredients and add the salt.;Simmer. Season to taste.;On a greased banana leaf, pour two tablespoons of the polenta and spread it in a circle.;Add a tablespoon of filling in the center and fold in two affirming the edges so that they come together.;Fry in hot oil and drain on absorbent paper.",pastelillos de maiz,corncakes,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-11-25/ed-1/seq-5/,,,
r46,DLA,FL,acompañamiento; postre,side; dessert,vegetariano,vegetarian,batata; azúcar; canela;  harina;  leche; mantequilla; huevo; sal,"sweet potato; sugar; cinnamon;  flour;  milk; butter; egg; salt
","1 libra de batata hervida y majada; 1/2 taza de azúcar; 1/4 cucharadita de canela; 1/4 taza de harina de trigo; 1/4 taza de leche; 2 cucharadas de mantequilla
derretida; 2 huevos batidos;
1/4 cucharadita de sal",1 pound sweet potato boiled and mashed; 1/2 cup sugar; 1/4 teaspoon cinnamon; 1/4 cup wheat flour; 1/4 cup milk; 2 tablespoons butter melted; 2 beaten eggs; 1/4 teaspoon salt,"Mezcle los ingredientes en el orden que aparecen, bata para unirlos bien.; Vierta en un molde éngrasado y cueza en horno de calor moderado de 20 a 30 minutos.","Mix the ingredients in the order they appear, beat to join them well.;Pour into a greased mold and cook in a moderate heat oven for 20 to 30 minutes.",budin de batata,sweet potato casserole,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-12-06/ed-1/seq-5/,,,
r47,DLA,FL,postre,dessert,vegetariano; sin gluten,vegetarian; gluten-free,gelatina; agua; jugo de naranja; fruta,gelatin; water; orange juice; fruit,2 paquetes de gelatina con sabor de naranja; 2 tazas de agua hirviendo; 1 3/4 taza de jugo de naranja; fruta fresca,2 packets of orange-flavored gelatin; 2 cups boiling water; 1 3/4 cup orange juice; fresh fruit,"Disuelva la gelatina en el agua hirviendo.; Añada el jugo de naranja.; Eche en un molde de rosca de 1 litro de capacidad y enfríe hasta que quede firme.; Saque del molde y vierta en un plato de servir.; En el centro del molde, coloque fruta fresca.","Dissolve the gelatin in the boiling water.; Add the orange juice.; Pour into a 1 liter capacity thread mold and cool until firm.; Remove from the pan and pour into a serving plate.; In the center of the mold, place fresh fruit.",rosca de naranja,orange gelatin cake,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-12-08/ed-1/seq-5/,,,
r48,DLA,FL,acompañamiento,side,sin gluten,gluten-free,papa; apio; pimiento; mayonesa; sal de cebolla; polvo de ajo; pimienta; lechuga; huevo; salchichón; aderezo de tomate,potato; celery; pepper; mayonnaise; onion powder; garlic powder; pepper; lettuce; egg; sausage; tomato dressing,"6 tazas de papas cocidas y
cortadas en dados; 1 1/2 taza de apio picado; 6 cucharadas de pimiento,
picado; 3/4 taza de Mayonesa Kraft; 1 cucharada de sal de cebolla o ajo si prefiere; pimienta recién molida; lechuga; huevos duros; 7 rebanadas de salchichón; 6 cucharadas de aderezo de tomate","6 cups cooked potatoes and
diced; 1 1/2 cup chopped celery; 6 tablespoons crushed pepper; 3/4 cup Kraft Mayonnaise; 1 tablespoon of onion or garlic salt if you prefer; freshly ground pepper; lettuce; hard-boiled eggs; 7 slices of sausage; 6 tablespoons tomato dressing","Se revuelven las papas, el apio y el pimiento con la mayonesa.; Se agregan la sal y la pimienta al gusto.; Póngase un montículo de ensalada sobre lechuga arreglada en un plato.; Se guarnece la ensalada con
lechuga y se acomodan los huevos en forma de concha.; Disponga rebanadas de salchichón en forma de barquillos, rellene éstos de aderezo de tomate y colóquelos en torno de la ensalada.","Stir the potatoes, celery and pepper with the mayonnaise.; Salt and pepper are added to taste.; Put a mound of salad on arranged lettuce on a plate.; Garnish the salad with
lettuce and shell-shaped eggs are arranged.; Arrange slices of sausage in the form of wafers, fill these with tomato dressing and place them around the salad.
",ensalada de papas,potato salad,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-01-05/ed-1/seq-5/,,,
r49,DLA,FL,acompañamiento,side,sin gluten,gluten-free,cebolla; manteca; jamón; tomate; anchoa; arroz; caldo de gallina; gallina; queso,onion; oil; ham; tomato; anchovy; rice; chicken broth; chicken; cheese,"1/2 libra de cebollas picadas; 4 cucharadas de manteca; 4 onzas de jamón partido; 3 tomates partidos; 3 anchoas partidas; 1 1/2 libras de arroz; 3 tazas de caldo de gallina; 1 pechuga de gallina picada; 1/2 taza de queso parmesano
rallado","1/2 pound chopped onions; 4 tablespoons butter; 4 ounces of broken ham; 3 split tomatoes; 3 split anchovies; 1 1/2 pounds of rice; 3 cups chicken broth; 1 minced chicken breast; 1/2 cup grated parmesan cheese
","Dore las cebollas y añada el jamón, los tomates, las anchoas, y sofría.; Agregue el arroz, revuelva y sofría.; Agregue el caldo y la gallina.; Cuando el arroz esté casi seco, añada el queso, revuelva, vierta en un molde en grasado y espolvoree con galleta molida.; Ponga en un horno de calor moderado por 15 minutos, o sobre la hornilla con brasas en la tapa.","Sauté and brown the onions and add the ham, tomatoes, anchovies.;Add the rice, stir and sauté.;Add the broth and chicken.;When the rice is almost dry, add the cheese, stir, and pour into a grease mold. Sprinkle with ground cracker.;Bake in a moderate heat oven for 15 minutes, or cook on the stove with the lid on.
",arroz a la italiana,Italian rice,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-01-11/ed-1/seq-5/,,,
r50,DLA,FL,plato principal; acompañamiento,main; side,vegetariano,vegetarian,mantequilla; sal; pimienta; harina; leche; cebolla; papa,butter; salt; pepper; flour; milk; onion; potato,6 cucharadas de mantequilla; 2 cucharaditas de sal; 1/4 cucharadita de pimienta; 3 cucharadas de harina de trigo; 6 tazas de leche caliente; 1 cucharada de cebolla rallada; 2 tazas de papas majadas,"6 tablespoons butter; 2 teaspoons salt; 1/4 teaspoon pepper; 3 tablespoons wheat flour; 6 cups of hot milk; 1 tablespoon grated onion; 2 cups mashed potatoes
","Prepare la salsa blanca derritiendo la mantequilla.; Añadala sal, la pimienta y la harina y mueva hasta formar uná pasta.; Eche la leche caliente y la cebolla y mueva constantemente.; Cuando hierva agregue las papas majadas.; Sirva caliente.","Prepare the bechamel by melting the butter.;Add salt, pepper and flour and stir until it forms a paste.;Pour the hot milk and onion and stir constantly.;When it boils add the mashed potatoes.;Serve hot.
",sopa de papa a la crema,creamy potato soup,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-02-15/ed-1/seq-5/,,,
r51,DLA,FL,plato principal; acompañamiento,main; side,sin gluten,gluten-free,hígado; harina; sal; aceite; laurel; manteca; vino; espinaca; papa,liver; flour; salt; oil; laurel; butter; wine; spinach; potato,"filetes de hígado; harina; sal; aceite; una hoja de laurel, 50 gramos de manteca; un vaso de vino Marsala; espinacas cocidas; papas cocidas","liver fillets; flour; salt; oil; a bay leaf, 50 grams of butter; a glass of Marsala wine; cooked spinach; lard; cooked potatoes","Cortar unos filetes de hígado tacándole la telita y los nervios y pasarlos por harina y condimentar con sal.; Poner en una sartén media tacita de aceite, calentar bien y dorar los bises; agregarles después una hoja de laurel, 50 gramos de manteca, un vaso de vino Marsala, tapar y dejar hervir despacito hasta que los filetes estén cocidos y la salsa reducida.; Servirlos acompañados con espinacas cocidas y rociadas con manteca y papas cocidas.","Cut some liver fillets by tucking the tails and nerves and pass them through flour and season with salt.; Put in a frying pan half a cup of oil, heat well and brown the encores; then add a bay leaf, 50 grams of butter, a glass of Marsala wine, cover and let it boil slowly until the fillets are cooked and the sauce reduced.; Serve them accompanied with cooked spinach and drizzled with butter and cooked potatoes.
",filetes de higado,liver fillets,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-03-05/ed-1/seq-5/,,,
r52,DLA,FL,plato principal; acompañamiento,main; side,vegetariano,vegetarian,calabaza; salsa blanca; cebolla,pumpkin; bechamel; onion,"3 tazas de calabaza majada; 3 tazas de salsa blanca; 1 cebolla pequeña, rallada","3 cups of mashed pumpkin; 3 cups bechamel sauce; 1 small onion, grated","Añada a la calabaza majada, la cebolla y la salsa blanca.; Deje hervir y sazone a gusto.; Cuele y
o caldo.; Sirva caliente con galletas saladas o tostadas de pan.","Add onion and bechemel sauce to mashed pumpkin.;Bring to a boil and season to taste.;Strain and serve hot with crackers or toasted bread.
",sopa de calabaza a la crema,creamy pumpkin soup,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-04-27/ed-1/seq-5/,,,
r53,DLA,FL,bebida; postre,beverage; dessert,"vegetariano; vegano; 
sin gluten",vegetarian; vegan; gluten-free,avena; agua; azúcar; vainilla,oatmeal; water; sugar; vanilla,3/4 taza de avena; 7 tazas de agua; 1 taza de azúcar; 1 cucharadita de vainilla,3/4 cup oatmeal; 7 cups of water; 1 cup sugar; 1 teaspoon vanilla,Ponga la avena en el agua por media hora y cuele.; Endulce y añada la vainilla.; Sirva bien frío adornado con ruedas de limón.,"Put the oatmeal in the water for an half an hour and strain.; Sweeten and add the vanilla.; Serve very cold garnished with lemon wedges.
",refresco de avena,oatmeal drink,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-04-28/ed-1/seq-5/,,,
r54,DLA,FL,plato principal,main,mariscos,shellfish,langosta; mantequilla; sal; pimienta,lobster; butter; salt; pepper,1 langosta de 3 libras; mantequilla; sal y pimienta a gusto,1 3-pound lobster; butter; salt and pepper to taste,"Corte la langosta a lo largo sin quitarle el caparazón.; Remueva el estómago y los intestinos.; Coloque cada mitad en la parrilla, descansando sobre la concha.; Unte mantequilla y espolvoree con pimienta a gusto.; Cueza a fuego lento durante 40 minutos.; Sirva caliente con mantequilla derretida.","Cut the lobster lengthwise without removing the shell.; Remove the stomach and intestines.; Place each half on the grill, resting on the shell.; Spread butter and sprinkle with pepper to taste.; Simmer for 40 minutes.; Serve hot with melted butter.
",langosta a la parilla,grilled lobster,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-05-02/ed-1/seq-5/,,,
r55,DLA,FL,plato principal; acompañamiento,main; side,vegetariano,vegetarian,aceite; ajo; almendra; pan; azafrán; comino; canela; agua; sal; huevo,"oil; garlic; almond; bread; saffron; cumin; cinnamon; water; salt; egg
",cantidad regular de aceite; dos ajos; 10 ó 12 almendras mondadas; un pedacito de pan;  unas hebras de azafrán; 1/2 cucharadita de cominos; un poco de canela en polvo; agua hirviendo; sal; 7 huevos,"regular amount of oil; two garlic; 10 or 12 peeled almonds; a little piece of bread;  a few strands of saffron; 1/2 teaspoons of cumin; a little cinnamon powder; boiling water; salt; 7 eggs
","En una cantidad regular de aceite empezaremos por freir dos ajos, 10 ó 12 almendras mondadas, un pedacito de pan, retirándose cuando quede doradito.; En un almirez se empieza por machacar unas hebras de azafrán 1/2 cucharadita de cominos, un poco de canela en polvo; en seguida los ajos, almendras y pan, remojándose con gotas del mismo aceite.; Cuando empiece a transformarse en una pasta fina, añadirle el resto del aceite con que hemos frito las almendras, deslíase hasta quedar una salsa espesa, con agua hirviendo, la sal, etc.; Se vierte esta salsa en un plato que pueda meterse en el horno, se rompen 7 huevos y se cuajan en el horno; sírvase con la yema blanda.; Pueden decorarse con pan frito puesto en
el borde de la fuente.","In a regular amount of oil we will start by frying two garlic, 10 or 12 peeled almonds, a piece of bread, removing when it is browned.; In an almirez you start by crushing a few strands of saffron 1/2 teaspoon of cumin, a little cinnamon powder; then the garlic, almonds and bread, soaking with drops of the same oil.; When it begins to transform into an ifna paste, add the rest of the oil with which we have fried the almonds, slide until you are a thick sauce, with boiling water, salt, etc.; This sauce is poured into a dish that can be put in the oven, 7 eggs are broken and curdled in the oven; serve with the soft yolk.; They can be decorated with fried bread put in
the edge of the fountain.",huevos a la gitanila,gypsy-style eggs,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-05-12/ed-1/seq-5/,,,
r56,DLA,FL,plato principal,main,sin gluten,gluten-free,salchicha; aceite; agua; sal; papa; mantequilla; leche; huevo,sausage; oil; water; salt; potato; butter; milk; egg,una libra de salchicha fina; aceite; agua; sal; tres cuartos de libra de papas cortadas y peladas; mantequilla; leche; un huevo por cada redondel de salchicha,A pound of fine sausage; oil; water; salt; three-quarters of a pound of cut and peeled potatoes; butter; milk; one egg for each sausage round,"Una libra de salchicha fina se corta en pedazos de más o menos 25 centímetros, se arrollan formando unos redondeles, se prenden con dos palillos de dientes y se frien en aciete.; Aparte sé cocinan en agua y sal tres cuartos de libra de papas cortadas y peladas; Se escurren una vez cocidas y se aplas tan con una maquinita de hacer puré o con un tenedor; se le agregan cuatro cucharadas de mantequilla y media taza de leche caliente, se condimenta con un poquito de sal y se mantiene el calor.; Se fríe un huevo por cada redondel de salchicha.; Una vez todo listo se acomodan en una fuente los redondeles de salchicha, se les ponen encima los huevos fritos y alrededor el puré.","A pound of thin sausage is cut into pieces of about 25 centimeters, rolled into rounds, pinned with two toothpicks and fried in oil.; Separately, three quarters of a pound of cut and peeled potatoes are cooked in water and salt; They are drained once cooked and flattened with a puree machine or with a fork; add four tablespoons of butter and half a cup of hot milk, season with a little salt and keep warm.; One egg is fried for each round of sausage.; Once everything is ready, the sausage rounds are arranged in a dish, the fried eggs are placed on top and the purée around them.",salchichas a la veneciana,"Venetian sausages
",https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-05-23/ed-1/seq-5/,,,
r57,DLA,FL,plato principal; acompañamiento,main; side,sin gluten,gluten-free,salmón; papa; huevo; aceituna; cebolla; lechuga; aceite; sal; jugo de limón; tomate,"salmon; potato; egg; olive; onion; lettuce; oil; salt; lemon juice; tomato
",1 lata de salmón; 3 papas cocidas; 2 huevos duros; 6 aceitunas verdes y 6 negras; rodajas finas de cebolla; hojas de lechuga; 1/2 taza de aceite; 1 cucharadita de sal; el jugo de un limón; 1 tomate,1 can of salmon; 3 cooked potatoes; 2 hard-boiled eggs; 6 green and 6 black olives; thin slices of onion; lettuce leaves; 1/2 cup oil; 1 teaspoon salt; the juice of a lemon; 1 tomato,"Ponga en una fuente, las hojas de lechuga, encima las papas cortadas en rodajas finas, la cebolla, el salmón; condimente con sal, aceite y limón y adorne con tomate, rodajas de huevo duro y las aceitunas."," In a dish, placed the lettuce leaves;Top with thinly sliced potatoes, onion, salmon;Season with salt, oil and lemon and garnish with tomato, hard-boiled egg slices and olives.",ensalada marinera,seafood salad,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-06-08/ed-1/seq-5/,,,
r58,DLA,FL,postre,dessert,vegetariano; sin gluten,vegetarian; gluten-free,maicena; leche; vainilla; huevo; azúcar,cornstarch; milk; vanilla; egg; sugar,"3 cucharadas al ras de Maizena; 3/4 litro de leche; esencia de vainilla; 4 claras batidas a nieve; 4 yemas; 1/2 taza de azúcar; Si prefiere la crema más agua
da prepárela con más leche",3 heaping tablespoons of cornstarch; 3/4 liters of milk (use more milk for thinner cream); vanilla essence; 4 very beaten egg whites; 4 egg yolks; 1/2 cup sugar,"Batir las claras a punto de merengue consistente.; Hervir la leche con la vainilla.; Echar la preparación de las claras por cucharadas y dejar que se cocinen unos minutos.; Sacar los copos de merengue y escurrirlos sobre un colador.; Colar la leche, batir las yemas con el azúcar y agregarle la leche tibia y la Maicena disuelta previamente.; Cocinar la crema revolviendo hasta que hierva y se espese.; Servirla en una compota colocando los copos y decorarlos con trocítos de jalea o frutas.; Enfriar bien antes de servir.","Beat the egg whites to the point of consistent meringue.; Boil the milk with vanilla.; Add the preparation of the whites by tablespoons and let them cook for a few minutes.; Remove the meringue flakes and drain them on a strainer.; Strain the milk, beat the yolks with the sugar and add the warm milk and the previously dissolved cornstarch.; Cook the cream stirring until it boils and thickens.; Serve it in a compote by placing the flakes and decorating them with pieces of jelly or fruits.; Cool well before serving.",isla flotante,floating island,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-07-18/ed-1/seq-5/,,,
